"id","text","category","theme","executor"
"3094","Уважаемый , главная достопримечательность города - это городской парк, где отдыхают и взрослые и дети. Он нуждается в благоустройстве: освещение, постройка нового туалета, приобретение аттракционов, повышение заработной платы сотрудников парка. Включить это в бюджет города. Надеюсь, с вашей помощью горпарк станет достойным местом отдыха горожан. Благодарю за внимание. До свидания.","Парки","Некачественное содержание инфраструктуры в парках","Администрация муниципального образования - городской округ город Скопин Рязанской области"
"3095","В парке на Есенина Пионерском дороги совсем плохие, на скейте или велосипеде не покатался. Можно это исправить, чтобы сделали их более ровными?","Образование (школы, детские сады)","Иные вопросы/предложения в сфере образования","Управление образования и молодежной политики"
"3099","Я отучилась Рыбновской школе-интернате, у меня были бывшие приемные родители, я прописана у них в квартире. Сейчас мне через месяц будет 18 и надо будет получать квартиру. У меня есть маленький ребёнок, которого я родила в 15 лет, ему сейчас 2 года.  Дело в том, что в размен квартиры у нас выходит по 700 тысяч. Как мне получить квартиру?","Социальная защита","Предоставление жилья детям-сиротам и детям, оставшимся без попечения родителей","Министерство образования и молодежной политики Рязанской области"
"3100","Отсутствует разметка на круговом движении на Площади Свободы, что создает аварийные ситуации при съездах с кругового движения в виду незнания водителями Рязани ПДД РФ в частности п. 8.5.","Дороги","Повреждение или отсутствие дорожных знаков или дорожной разметки","Управление благоустройства города"
"3101","Отсутствует разметка на круговом движении по адресу Вознесенская 26А, что создает аварийные ситуации при съездах с кругового движения, так как водители не могут определить количество полос для движения по кругу.","Дороги","Повреждение или отсутствие дорожных знаков или дорожной разметки","Управление благоустройства города"
"3102","Отсутствует разметка на круговом движении вблизи остановки общественного транспорта Мясокомбинат, что создает аварийные ситуации при съездах с кругового движения, так как водители не могут определить количество полос для движения по кругу.","Дороги","Повреждение или отсутствие дорожных знаков или дорожной разметки","Управление благоустройства города"
"3104","Отсутствует разметка на круговом движении вблизи дома по улице Зубковой, д.25А, что создает аварийные ситуации при съездах с кругового движения, так как водители не могут определить количество полос для движения по кругу. Также необходимо рассмотреть вариант обустройства надземного островка безопасности при подъезде к круговому движению со стороны восточной окружной дороги.","Дороги","Повреждение или отсутствие дорожных знаков или дорожной разметки","Управление благоустройства города"
"3105","Не работает освещение уже второй год на аллее напротив ЦСК, а также на аллее от скульптуры ""Лоси"" до центрального входа в парк рядом с РГРТА","Городская территория","Не работает уличное освещение","Управление благоустройства города"
"3106","Здравствуйте, обращаемся к вам за помощью по поводу нашего автотранспорта. Автобусы дышат наладом. Каждая поездка - это поломка. Доехать практически невозможно. Ждём ответа, надеемся на положительный результат. До свидания.","Общественный транспорт","Иные вопросы и предложения транспортного обслуживания","Администрация Старожиловского муниципального района Рязанской области"
"3113","У нас в районе деревень Новики и Выселки москвичи выпиливают лес. Пожалуйста, примите меры.","Лесное хозяйство","Незаконная рубка леса","Министерство природопользования Рязанской области"
"3115","Я пенсионер, педагог. Наш внук - Лебедев Андрей учится в четвёртом классе музыкальной школы. С 6 лет мальчик на сцене, у него абсолютный слух и, как говорят, уникальный голос, участвует во многих мероприятиях города и к своим 10 годам он уже лауреат международных конкурсов по фортепиано и по вокалу. В этом году мальчик благодаря мне, и ещё помогала на конкурсах его заметили и в этом году он стал учиться в Рязанском музыкальном колледже академическому вокалу. Музыкальная школа для этого ничего не сделала. В феврале он получил гран-при у нас здесь в городе по вокалу, ему даже грамоту не дали, пришлось самой покупать. 
Ещё вопрос, почему у нас в художественной школе работает директором человек с музыкальным образованием? 
Может её тогда поставить в музыкальную школу? Потому что наша директор сказал, что мы детей возим на конкурсы только по своей инициативе. Спасибо. Всего доброго.","Образование (школы, детские сады)","Вопросы в сфере дополнительного образования (музыкального, художественного), деятельность муниципальных библиотек","Администрация Кораблинского муниципального района Рязанской области"
"3116","Обращаюсь по поводу пристройки к четвёртой средней школе. Дети который год подряд ходят во вторую смену. Автозаводской микрорайон плохо освещён, поэтому у вас у самих девочки и знаете что это такое , когда ребенок идёт в темноте со школы. Пожалуйста, помогите в этих вопросах. По школе и освещению. Спасибо.","Образование (школы, детские сады)","Уровень материально-технического обеспечения общеобразовательных организаций","Администрация муниципального образования - городской округ город Скопин Рязанской области"
"3117","Надписи на стене здания Дзержинского, 3.
Фото нет. Прилагаю картинку с ЯндексКарт, на ней указал где надписи.","Дворовая территория","Надписи и рисунки на заборах и дворовых сооружениях","Префектура Железнодорожного района"
"3118","Надписи на строительном заборе вокруг стройки жилого комплекса Овация, рядом с УРТ (Дзержинского, 19А).
Фото нет.","Дворовая территория","Надписи и рисунки на заборах и дворовых сооружениях","Префектура Железнодорожного района"
"3119","Надписи на остановке ""Автобусный парк"" в сторону Центра (Новая улица, 86Д).
Фото нет. Просьба закрасить.","Остановки общественного транспорта","Незаконные объявления, надписи, рисунки на павильоне","Управление благоустройства города"
"3120","Надписи на заборе, за остановкой ""Автошкола ДОСААФ"" в сторону Центра, Новая улица, 92.
Фото нет. Прикладываю снимок с ЯндексКарт на котором указал где надписи.","Дворовая территория","Надписи и рисунки на заборах и дворовых сооружениях","Префектура Советского района"
"3121","Красном, кирпичном заборе между домом Новая улица, 86Б и зданием Новая улица, 86Д, с торцов забора, нанесены посторонние надписи. Просьба закрасить.
Фото нет. Прикладываю снимок с ЯндексКарт на котором указал где надписи.","Дворовая территория","Надписи и рисунки на заборах и дворовых сооружениях","Префектура Советского района"
"3123","Здравствуйте, , на деньги жителей нашего села был сделан проект в 2015 году по газу. Он прошел государственную и пром экспертизы положительно, все документы в порядке. Местная администрация блокирует нам строительство уличного газопровода, хотя через всё село проходит труба высокого давления. Будьте добры помочь. Надежда только на Вас. Наша администрация выслала в Министерство сельского хозяйства неправильно оформленную заявку на наше село.","Многоквартирные дома","Перебои/Отсутствие газоснабжения","Администрация Михайловского муниципального района Рязанской области"
"3127","Я хотела бы узнать где находится мой участок. Никто не может ответить куда мне обратиться. Участок достался в наследство в Спасском районе. Кадастровый номер имеется.","Земельные правоотношения","Установление (изменение) границ земельных участков, оформление прав на земельные участки","Администрация Спасского муниципального района Рязанской области"
"3128","Хотелось бы узнать почему у нас прожиточный минимум выше пенсий? Как бабушкам жить на 6-7 тысяч с нынешними ценами?","Торговля, товары, услуги","Несогласие с уровнем цен на товары и услуги","Министерство промышленности и экономического развития Рязанской области; Министерство труда и социальной защиты населения Рязанской области"
"3129","У нас очень грязный город, не потому, что его не убирают, а потому, что его постоянно посыпают грязью. Говорят, песком от гололёда, но по сути получается грязь и она накапливается по всему городу. Можно ли это как-то исправить?","Городская территория","Неубранная территория (мусор/снег)","Управление благоустройства города"
"3132","Обращаюсь по поводу газификации. На проект мы деньги сдали уже больше года назад, но пока никаких сдвигов. И по поводу электричества. Особенно, как зима, так мы постоянно без света, накала никакого нет. И на улице ни одной лампочки не горит. Мы уже обращались с этими вопросами, но пока без изменений.","Многоквартирные дома","Перебои/Отсутствие газоснабжения","Администрация Милославского муниципального района Рязанской области"
"3135","У дочери нет паспорта, ей уже 20 лет, дети, а паспорт не дают и детские пособия не получает. Какая разница откуда она приехала помогите, пожалуйста.","Многоквартирные дома","Незаконное проживание мигрантов в квартире","Главное управление по взаимодействию с Федеральными территориальными органами Рязанской области"
"3140","Не работают 3 лампы уличного освещения на перекрёстке ул. Новая и Касимовское шоссе.","Дороги","Неисправное освещение на проезжей части","Управление благоустройства города"
"3141","Не горит фонарь уличного освещения над пешеходным перехода в районе дома по адресу: улица Разина, 32","Дороги","Неисправное освещение на проезжей части","Управление благоустройства города"
"3142","Не работают лампы уличного освещения на перекрёстке ул. Спортивная и ул. Есенина.
Неисправные лампы находятся на стороне онкодиспансера.
Просьба восстановить освещение.","Дороги","Неисправное освещение на проезжей части","Управление благоустройства города"
"3144","У нас очень плохая дорога, пройти невозможно, не то что проехать. Можете как-то посодействовать, чтобы нам дорогу сделали? Эту дорогу отсыпали 40 лет назад - в восьмидесятом году. Потом кое-как щебёнки привезут туда, где ямы большие. Так машина проедет и разлетается всё. Ото всех жителей очень вас просим, чтобы помогли нам.","Дороги","Повреждение или отсутствие дорожного покрытия","Администрация Михайловского муниципального района Рязанской области"
"3145","Когда будут ремонт краеведческого музея? Он уже разваливается: потолок рушится, краска на стенах облупилась. А там много интересных экспонатов.","Культура","Модернизация учреждений культуры и образования в сфере искусств","Администрация Кораблинского муниципального района Рязанской области"
"3148","В нашей поликлинике нет некоторых узких специалистов: лора, окулиста, поэтому нас посылают на консультация на Высоковольтную. Это для пожилых людей очень неудобно.","Здравоохранение, поликлиники","Низкий уровень материально-технического обеспечения поликлиник","Министерство здравоохранения  Рязанской области"
"3150","Не горят два фонаря уличного освещения Старообрядческий проезд.
Один установлен на вышке сотовой связи, второй около пешеходного перехода.
Просьба восстановить освещение.","Дороги","Неисправное освещение на проезжей части","Управление благоустройства города"
"3159","Месяца 2 - 2,5 назад у нас вскрыли крышу и покрыли плёнкой, за это время плёнка местами порвалась, отдельные квартиры, в частности, моя, подтоплены. Сейчас никак не могу добиться, чтобы продолжили работы. Обращался в Фонд капитального ремонта, сказали, что это моя личная забота, а не их, и работать надо с подрядной организацией. Я с подрядной организацией договор не заключал и даже не знаю кто это. Один телефон только есть, но это сплошное враньё.","Многоквартирные дома","Выполнение работ по капитальному ремонту","Фонд капитального ремонта многоквартирных домов Рязанской области"
"3160","Я житель села Поляны, у нас есть спортивный комплекс, спасибо, очень хороший, но нет клуба. По праздникам на улице собирается народ. В каких-то маленьких деревнях есть, а у нас 50000, но нет никакого ДК. По-возможности, посодействуйте, чтобы нам когда-то построили клуб. Прошу для всего села. Спасибо.","Строительство","Вопросы / предложения по застройке новых (планируемых) социальных объектов","Администрация Рязанского муниципального района"
"3202","4 месяца без света, нахожусь за чертой бедности, разорился бизнес, последние деньги забирают судебные приставы. Пожалуйста, примите меры. Спасибо.","Многоквартирные дома","Перебои/Отсутствие электроснабжения","Администрация Пронского муниципального района Рязанской области"
"3210","У меня жалоба на управляющую компанию ООО ""Водолей"". Уже больше года не могу добиться составления акта о заливе моей квартиры, так как крыша течёт, а я житель 5 этажа. Уже третий раз обратилась в жилищную инспекцию и никаких результатов. 
И почему у нас постоянно повышаются тарифы на ЖКХ уже второй раз в год?
Я бы хотела, чтобы навели порядок в нашей системе ЖКХ.","Многоквартирные дома","Протечка кровли (крыши)","Администрация Рязанского муниципального района"
"3223","Здравствуйте. Нужна пешеходная дорожка от Канищево до Солнечной. Многие ходят там во все времена года, но для пешеходов дорога не благоустроена. Спасибо. До свидания.","Дороги","Повреждение или отсутствие тротуаров","Управление благоустройства города"
"3226","Безобразие творится в городе с парковками. Если мы хотим, чтобы у нас город был туристический, парковок должно быть много бесплатных, как это сделано в других городах. А мы этими парковками платными только туристов отпугиваем. Прошу принять меры.","Парковки","Создание и реорганизация бесплатных парковок","Управление благоустройства города"
"3232","Уже более полутора лет не можем получить разрешение на строительство, хотя наше село не попадает под зону запрета строительства. Прошу разобраться в этой ситуации. Спасибо.","Земельные правоотношения","Защита прав на землю и рассмотрение земельных споров","Администрация Рыбновского муниципального района Рязанской области"
"3234","Возле бывшего училища связи узкий тротуар, можно ли его расширить? Например, убрать ограждение. Там ещё и зелёная зона такая хорошая. 
А ещё возле РГРТУ у остановки очень плохой тротуар.","Дороги","Повреждение или отсутствие тротуаров","Управление благоустройства города"
"3235","Нужно открывать какие-то приюты для бездомных животных. Очень их много.","Городская территория","Условия для массового отдыха, свободный доступ к водным объектам общего пользования и их береговым полосам","Управление благоустройства города"
"3236","У меня нет газа, воды, света, в феврале ЖЭУ 16 отрезали у меня батареи, оставили только одну в спальне.","Многоквартирные дома","Предоставление коммунальных услуг ненадлежащего качества","Управление энергетики и жилищно-коммунального хозяйства"
"3242","Битые машины с номерами и без, нет подъезда фактически к дому, к бабушке скорая не смогла даже близко подъехать к дому, шины машинные жгут, запах ужасный. Уже сил больше нет жить в этом месте.","Дворовая территория","Проблемы свободного проезда и прохода для транспорта и пешеходов","Префектура Октябрьского района"
"3243","Обращаюсь от группы ветеранов труда по вопросу транспорта. Мы отдали нашей области много лет и хотели бы попросить организовать льготный проезд не только по городу, но и по району, по области. Например, мы ездим в больницу на 160 автобусе, с маленькой пенсией дорого получается.","Общественный транспорт","Предоставление права на льготный проезд","Министерство транспорта и автомобильных дорог Рязанской области"
"3247","Жители военного городка живут без тепла и горячей воды. Мерзнут дети, взрослые и старики.","Многоквартирные дома","Перебои/Отсутствие теплоснабжения",""
"3249","Здравствуйте. Очень благодарны за то, что выделили нам деньги на детскую площадку ""Территория общего счастья"". Я  как председатель ТОС писала проект, мы собрали софинансирование в короткий срок, нам выделили деньги, за это большое спасибо. Но нашему кварталу уже 50 лет. Дорога от Новосёлов дом 7 до детского сада № 112 аварийная. Дорога идёт к школе № 50. Уже лет 10 обращаюсь везде с этой дорогой.","Дороги","Повреждение или отсутствие дорожного покрытия","Управление благоустройства города"
"3250","Комитет ТОС ""Квартал Б"", Дашково-Песочня. Построили детскую площадку ""Территория общего счастья"" по проекту местных инициатив между 4 и 112 детскими садиками. Там у нас нет света. Туда много народу ходит.
Есть 2 столба и на каждом по одному фонарю, но они не освещают площадку. Пожалуйста, проведите нам туда свет. Хотя бы на те же столбы ещё 2 гусака повесить и направить свет в сторону комплекса.","Городская территория","Не работает уличное освещение","Управление благоустройства города"
"3267","Когда продолжится ремонт второй гимназии? И так на неё потратили 500 млн. рублей, а воз и ныне там.","Образование (школы, детские сады)","Уровень материально-технического обеспечения общеобразовательных организаций","Управление образования и молодежной политики"
"3268","Спасибо за то, что наводите порядок в Лесопарке, но наряду с хорошими деревьями, там вырубаются и хорошие липы. Разберитесь, пожалуйста.","Парки","Ненадлежащий уход за зелеными насаждениями","Управление благоустройства города"
"3270","Здравствуйте. У меня в Рязани жили родители, приехала к ним на могилу и узнала, что в Рязани снесён дом Циолковского. А он - мировая величина, человек, который дал человечеству пусть в космос. Дом снесён и даже мемориальной доски нет. Считаю, что это вопиющий случай. Пожалуйста, примите меры.","Культура","Сохранение объектов культурного наследия Рязанской области","Государственная инспекция по охране объектов культурного наследия Рязанской области"
"3274","У меня здесь диссертация, в которой написано, что в 2012 году в Рязанской области построен жилой дом по технологиям энергоэффективного строительства. Архитектурный экспериментальный лабораторный полигон. Не могу найти информацию, есть ли у нас действительно такое здание?","Строительство","Вопросы / предложения по текущему строительству социальных объектов","Министерство строительного комплекса Рязанской области"
"3280","Пожалуйста, сделайте в Рязани большой парк аттракционов с американскими горками.","Парки","Некачественное содержание инфраструктуры в парках","Управление благоустройства города"
"3281","На ул. Белякова, за 32 домом, на всю дорогу один фонарь. Он не горит.","Городская территория","Не работает уличное освещение","Управление благоустройства города"
"3286","Не горят 2 фонаря около входа в Детский сад № 31, улица Белякова, 26А.","Городская территория","Не работает уличное освещение","Управление благоустройства города"
"3305","На ул. Дзержинского выкорчёвывали дерево и кусок большой остался на проводах. Обращалась в благоустройство города, объяснила где это находится, но сколько времени прошло, а так все и осталось, прямо на пешеходном переходе. Опасно же.","Городская территория","Неубранная территория (мусор/снег)","Управление благоустройства города"
"3307","Я руководитель центра защиты детей от интернет угроз (НКО). Считаю, что у нас в регионе отсутствует достаточная ресурсная поддержка некоммерческих организаций, которые работают на искоренение серьёзных проблем. Сегодня уже есть прецеденты в Керчи, в Архангельске, и если не работать в разрезе социальных сетей, будет ещё хуже. Я предлагаю выстроить работу эффективно, ликвидировать проблемы, которые затрагивают наших детей в виртуальном социуме и буду рад взаимодействию. К сожалению, пока не получается достучаться до профильных организаций.","Государственное управление и местное самоуправление","Поддержка общественных объединений","Министерство по делам территорий и информационной политики Рязанской области"
"3313","Обращаюсь к вам от лица всех жителей дома. Вот уже 5 лет рядом с нашим домом находится заброшенная строительная площадка. Начинала строить дом Северная компания.  
Допустимо ли строительство многоэтажного дома рядом с двухэтажным на расстоянии 5 метров? Сейчас вид из окон моей квартиры - это бетонная стена. 
На этой стройке постоянно собираются люди с низкой степенью социальной ответственности.  Они сильно шумят, что-то жгут, уже дважды возникал пожар по этой причине и всё рядом с нашим домом. Кто будет нести ответственность, в случае возгорания нашего дома? Ведь все перекрытия у нас деревянные, а подъезд к дому затруднён по вине всё той же стройки. 
Не подлежит ли наш дом расселению? Так как нуждается не только в капитальном ремонте, но и в полной замене всех инженерных коммуникаций.","Права дольщиков и вопросы переселения","Переселение из аварийного жилищного фонда","Управление капитального строительства"
"3317","Почему у нас в городе отсутствую сооружения для развития экстримального спорта? Например, как в парке BMX.","Физическая культура и спорт","Доступность для жителей занятиями физической культурой и спортом","Управление по физической культуре и массовому спорту"
"3321","Машины носятся возле остановки Электросеть, сбили забор напротив нашего дома. ЖЭУ не ставит его обратно, а он нам нужен. Можете помочь?","Дороги","Повреждение или отсутствие ограждения автодорог","Управление благоустройства города"
"3340","Я проживаю в микрорайоне Дашково-Песочни на улице . Хотелось бы благоустроить наш район в плане освещения - в тёмное время суток страшно переходить дорогу, и по части уборки. На дороге прибордюрные участки не убираются, на зелёной зоне трава не окашивается в летний период, мусор не убирается тоже.","Городская территория","Неубранная территория (мусор/снег)","Управление благоустройства города"
"3341","Просим Вас рассмотреть вопрос о благоустройстве территории возле школы №75 в Дашково-Песочне. Там заброшенная территория, которая не убирается. Можно ли её благоустроить в виде спортивной площадки с беговыми дорожками и катка? В нашем микрорайоне этого очень не хватает.","Городская территория","Неубранная территория (мусор/снег)","Управление благоустройства города"
"3342","Здравствуйте. Когда будет отремонтирована дорога Спасск - Ижевское - Брыкин-Бор? У меня там родители, часто езжу к ним. Дорога в ужасном состоянии, некоторые участки даже приходится объезжать по обочине. В том числе из-за этой дороги ни гости, ни туристы не хотят к нам ехать.
Также по этой дороге остановки все в мусоре, кто их должен убирать?","Дороги","Повреждение или отсутствие дорожного покрытия","Администрация Спасского муниципального района Рязанской области"
"3344","У нас перед домом хотят сделать парковку. У нас мало зелени, в основном одни дома. Этот зелёный участок возле дома, ещё когда мы въехали, поделили пополам и сделали платную парковку, теперь от этой оставшейся половины отрезают ещё 5 метров, чтобы сделать бесплатную парковку. Это неправильно.","Парковки","Создание и реорганизация бесплатных парковок","Управление благоустройства города"
"3345","По указанному адресу находится кафе круглосуточное, но это не кафе, а настоящая пивнушка, в которой наливают всем и в любое время. Даже из других районов приезжают именно туда. Мы обращались к депутатам и на телевидение, но так ничего и не меняется.","Торговля, товары, услуги","Нарушения в сфере розничной продажи алкогольной продукции","Министерство промышленности и экономического развития Рязанской области"
"3346","Здравствуйте. Я пенсионерка, проживаю в селе Агро-Пустынь. У нас очень грязно, плохо убирается территория, прошу обратить внимание.","Городская территория","Неубранная территория (мусор/снег)","Администрация Рязанского муниципального района"
"3347","Согласно распоряжению администрации города Рязани 2104-р от 12.10.2015 года наша семья признана участницей программы обеспечения жильём молодой семьи. В сентябре 2018 года мужу исполнилось 35 лет, мы стали 69е в очереди. В связи с рождением третьего ребёнка 1 ноября 2018 года мы подали в управление образования свидетельство о рождении, чтобы иметь возможность получить социальную выплату на приобретение жилья. Нам внятно не объяснили, получится ли нам пройти по программе.","Социальная защита","Опека и попечительство","Управление образования и молодежной политики"
"3353","К нам ни скорая, ни пожарная, никто не могут проехать, дороги ужасные. Неоднократно обращались к главе сельского поселения и в Рязань, но проблема не решается. Мы Вас очень просим помочь нам.","Дороги","Повреждение или отсутствие дорожного покрытия","Администрация Клепиковского муниципального района Рязанской области"
"3354","В нашем доме создано ТСЖ, дому 24 года, 2 капитальных ремонта, но до сих пор живём как в помойке. Грязь невозможная, света в подъезде нет, детская площадка не оборудована. Жилищная инспекция не помогает. ТСЖ мошенническое, а мы ничего не можем сделать.","Многоквартирные дома","Предоставление коммунальных услуг ненадлежащего качества","Управление энергетики и жилищно-коммунального хозяйства"
"3356","В маршрутках народу много, окна тёмные и не знаешь как не проехать остановку. Можно обязать водителей объявлять остановки? Пожалуйста.","Общественный транспорт","Иные вопросы и предложения транспортного обслуживания","Управление транспорта"
"3361","Спасибо, что сохраняете исторические здания, мало высоток, очень красиво и действительно похоже на Россию.","Культура","Сохранение объектов культурного наследия Рязанской области","Государственная инспекция по охране объектов культурного наследия Рязанской области"
